Size, k_1, t_1, k_4, t_4, k_8, t_8, k_16, t_16
100, 707, 0.018937, 707, 0.012523, 707, 0.014548, 707, 0.067598
500, 2506, 1.778636, 2506, 0.565706, 2506, 0.398271, 2506, 0.391424
1000, 3016, 8.557970, 3016, 2.448317, 3016, 1.538895, 3016, 1.364267
1500, 3212, 20.637801, 3212, 8.589731, 3212, 6.270966, 3212, 6.919572
2000, 3314, 37.881423, 3314, 19.187835, 3314, 14.526310, 3314, 16.853457
