Size, k_1, t_1, k_4, t_4, k_8, t_8, k_16, t_16
100, 18, 0.000513, 18, 0.001240, 18, 0.000470, 18, 0.000662
500, 18, 0.013635, 18, 0.004420, 18, 0.003119, 18, 0.034926
1000, 18, 0.055384, 18, 0.015441, 18, 0.010837, 18, 0.016989
1500, 18, 0.116798, 18, 0.050857, 18, 0.038766, 18, 0.043479
2000, 18, 0.217088, 18, 0.119634, 18, 0.099120, 18, 0.102919
