Size, k_1, t_1, k_4, t_4, k_8, t_8, k_16, t_16
100, 18, 0.000514, 18, 0.000869, 18, 0.000467, 18, 0.000635
500, 18, 0.013649, 18, 0.004324, 18, 0.003122, 18, 0.071531
1000, 18, 0.055464, 18, 0.017739, 18, 0.010807, 18, 0.009070
1500, 18, 0.116906, 18, 0.051580, 18, 0.038663, 18, 0.045497
2000, 18, 0.219446, 18, 0.107706, 18, 0.083856, 18, 0.098733
