Size, k_1, t_1, k_4, t_4, k_8, t_8, k_16, t_16
100, 18, 0.000514, 18, 0.000481, 18, 0.000452, 18, 0.000635
500, 18, 0.013682, 18, 0.004330, 18, 0.003250, 18, 0.037547
1000, 18, 0.055539, 18, 0.015430, 18, 0.009682, 18, 0.010952
1500, 18, 0.116676, 18, 0.052388, 18, 0.038980, 18, 0.042868
2000, 18, 0.218419, 18, 0.111408, 18, 0.082688, 18, 0.095620
