Size, k_1, t_1, k_4, t_4, k_8, t_8, k_16, t_16
100, 18, 0.002127, 18, 0.006663, 18, 0.001096, 18, 0.001490
500, 18, 0.038730, 18, 0.014776, 18, 0.011626, 18, 0.042385
1000, 18, 0.149738, 18, 0.058037, 18, 0.031406, 18, 0.028774
1500, 18, 0.337875, 18, 0.122450, 18, 0.093641, 18, 0.066900
2000, 18, 0.583319, 18, 0.202723, 18, 0.131675, 18, 0.122651
